Year,State_Code,State_Name,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,GeoLocation,Category,Demographic,Lat,Long
2019,TN,Tennessee,34.7,32.8,36.6,4573.0,"(35.68094058000048, -85.77449091399967)",Race/Ethnicity,Non-Hispanic White,35.68094058000048, -85.77449091399967
2019,US,National,36.1,35.0,37.3,27464.0,,Income,"Less than $15,000",,
2019,AL,Alabama,35.7,23.6,49.8,79.0,"(32.84057112200048, -86.63186076199969)",Race/Ethnicity,Hispanic,32.84057112200048, -86.63186076199969
2019,TN,Tennessee,36.6,25.5,49.3,119.0,"(35.68094058000048, -85.77449091399967)",Race/Ethnicity,Hispanic,35.68094058000048, -85.77449091399967
2019,OH,Ohio,48.3,38.1,58.6,215.0,"(40.06021014100048, -82.40426005599966)",Race/Ethnicity,2 or more races,40.06021014100048, -82.40426005599966
2019,AR,Arkansas,26.4,16.3,39.7,113.0,"(34.74865012400045, -92.27449074299966)",Race/Ethnicity,2 or more races,34.74865012400045, -92.27449074299966
2019,NE,Nebraska,34.1,33.0,35.2,14710.0,"(41.6410409880005, -99.36572062299967)",Total,Total,41.6410409880005, -99.36572062299967
2019,HI,Hawaii,23.9,20.3,27.9,882.0,"(21.304850435000446, -157.85774940299973)",Income,"$35,000 - $49,999",21.304850435000446, -157.85774940299973
2019,TX,Texas,19.1,11.7,29.5,148.0,"(31.827240407000488, -99.42677020599967)",Race/Ethnicity,Other,31.827240407000488, -99.42677020599967
2019,SC,South Carolina,43.5,38.3,48.9,653.0,"(33.998821303000454, -81.04537120699968)",Income,"Less than $15,000",33.998821303000454, -81.04537120699968
2019,TX,Texas,22.8,11.3,40.5,97.0,"(31.827240407000488, -99.42677020599967)",Race/Ethnicity,American Indian/Alaska Native,31.827240407000488, -99.42677020599967
2019,CO,Colorado,21.4,18.7,24.3,1262.0,"(38.843840757000464, -106.13361092099967)",Income,Data not reported,38.843840757000464, -106.13361092099967
2019,DE,Delaware,33.7,30.5,37.0,1566.0,"(39.008830667000495, -75.57774116799965)",Gender,Male,39.008830667000495, -75.57774116799965
2019,SC,South Carolina,32.2,30.5,33.9,4665.0,"(33.998821303000454, -81.04537120699968)",Race/Ethnicity,Non-Hispanic White,33.998821303000454, -81.04537120699968
2019,MT,Montana,27.3,25.5,29.1,3085.0,"(47.06652897200047, -109.42442064499971)",Gender,Male,47.06652897200047, -109.42442064499971
2019,AL,Alabama,36.2,34.2,38.3,3786.0,"(32.84057112200048, -86.63186076199969)",Gender,Female,32.84057112200048, -86.63186076199969
2019,ND,North Dakota,33.9,30.5,37.5,1398.0,"(47.47531977900047, -100.11842104899966)",Education,High school graduate,47.47531977900047, -100.11842104899966
2019,US,National,29.5,28.7,30.3,38184.0,,Age (years),25 - 34,,
2019,VA,Virginia,28.2,26.2,30.3,3178.0,"(37.54268067400045, -78.45789046299967)",Income,"$75,000 or greater",37.54268067400045, -78.45789046299967
2019,CA,California,33.7,30.8,36.6,1674.0,"(37.63864012300047, -120.99999953799971)",Age (years),45 - 54,37.63864012300047, -120.99999953799971
2019,WI,Wisconsin,36.5,31.3,42.1,614.0,"(44.39319117400049, -89.81637074199966)",Income,"$35,000 - $49,999",44.39319117400049, -89.81637074199966
2019,KS,Kansas,39.8,31.6,48.4,178.0,"(38.34774030000045, -98.20078122699965)",Race/Ethnicity,2 or more races,38.34774030000045, -98.20078122699965
2019,IN,Indiana,36.7,31.7,41.9,541.0,"(39.766910452000445, -86.14996019399968)",Race/Ethnicity,Non-Hispanic Black,39.766910452000445, -86.14996019399968
2019,IL,Illinois,42.7,30.0,56.4,67.0,"(40.48501028300046, -88.99771017799969)",Race/Ethnicity,2 or more races,40.48501028300046, -88.99771017799969
2019,AR,Arkansas,43.4,37.0,49.9,481.0,"(34.74865012400045, -92.27449074299966)",Income,"Less than $15,000",34.74865012400045, -92.27449074299966
2019,NV,Nevada,29.2,25.9,32.7,1326.0,"(39.493240390000494, -117.07184056399967)",Gender,Female,39.493240390000494, -117.07184056399967
2019,WA,Washington,11.7,8.6,15.6,391.0,"(47.52227862900048, -120.47001078999972)",Race/Ethnicity,Asian,47.52227862900048, -120.47001078999972
2019,CT,Connecticut,28.2,26.2,30.3,3355.0,"(41.56266102000046, -72.64984095199964)",Age (years),65 or older,41.56266102000046, -72.64984095199964
2019,WI,Wisconsin,20.5,15.2,27.0,257.0,"(44.39319117400049, -89.81637074199966)",Age (years),18 - 24,44.39319117400049, -89.81637074199966
2019,NY,New York,28.6,25.3,32.0,1546.0,"(42.82700103200045, -75.54397042699964)",Income,"$50,000 - $74,999",42.82700103200045, -75.54397042699964
2019,NE,Nebraska,32.6,30.6,34.7,3955.0,"(41.6410409880005, -99.36572062299967)",Income,"$75,000 or greater",41.6410409880005, -99.36572062299967
2019,NC,North Carolina,48.7,34.4,63.3,62.0,"(35.466220975000454, -79.15925046299964)",Race/Ethnicity,2 or more races,35.466220975000454, -79.15925046299964
2019,ME,Maine,30.5,28.6,32.4,5868.0,"(45.254228894000505, -68.98503133599962)",Gender,Female,45.254228894000505, -68.98503133599962
2019,LA,Louisiana,38.3,35.9,40.8,2357.0,"(31.31266064400046, -92.44568007099969)",Gender,Female,31.31266064400046, -92.44568007099969
2019,MN,Minnesota,34.7,32.4,37.1,2122.0,"(46.35564873600049, -94.79420050299967)",Age (years),45 - 54,46.35564873600049, -94.79420050299967
2019,GA,Georgia,15.9,12.2,20.6,466.0,"(32.83968109300048, -83.62758034599966)",Age (years),18 - 24,32.83968109300048, -83.62758034599966
2019,AL,Alabama,33.5,29.9,37.3,1150.0,"(32.84057112200048, -86.63186076199969)",Income,Data not reported,32.84057112200048, -86.63186076199969
2019,CA,California,26.0,17.4,36.9,140.0,"(37.63864012300047, -120.99999953799971)",Race/Ethnicity,Other,37.63864012300047, -120.99999953799971
2019,RI,Rhode Island,38.3,32.1,44.9,391.0,"(41.70828019300046, -71.52247031399963)",Race/Ethnicity,Hispanic,41.70828019300046, -71.52247031399963
2019,IL,Illinois,40.7,36.0,45.6,605.0,"(40.48501028300046, -88.99771017799969)",Race/Ethnicity,Non-Hispanic Black,40.48501028300046, -88.99771017799969
2019,FL,Florida,27.2,25.3,29.2,8046.0,"(28.932040377000476, -81.92896053899966)",Gender,Female,28.932040377000476, -81.92896053899966
2019,DC,District of Columbia,28.8,23.9,34.3,354.0,"(38.89037138500049, -77.03196112699965)",Age (years),45 - 54,38.89037138500049, -77.03196112699965
2019,MI,Michigan,43.4,38.4,48.6,682.0,"(44.6613195430005, -84.71439026999968)",Income,"Less than $15,000",44.6613195430005, -84.71439026999968
2019,NH,New Hampshire,32.9,30.3,35.6,2457.0,"(43.65595011300047, -71.50036091999965)",Gender,Male,43.65595011300047, -71.50036091999965
2019,MD,Maryland,31.5,27.1,36.2,863.0,"(39.29058096400047, -76.60926011099963)",Education,Less than high school,39.29058096400047, -76.60926011099963
2019,KY,Kentucky,39.4,33.4,45.9,582.0,"(37.645970271000465, -84.77497104799966)",Income,"$15,000 - $24,999",37.645970271000465, -84.77497104799966
2019,OR,Oregon,34.4,29.9,39.1,659.0,"(44.56744942400047, -120.15503132599969)",Income,"$15,000 - $24,999",44.56744942400047, -120.15503132599969
2019,ME,Maine,18.3,13.2,24.7,336.0,"(45.254228894000505, -68.98503133599962)",Age (years),18 - 24,45.254228894000505, -68.98503133599962
2019,NE,Nebraska,9.9,4.7,19.4,90.0,"(41.6410409880005, -99.36572062299967)",Race/Ethnicity,Asian,41.6410409880005, -99.36572062299967
2019,AZ,Arizona,58.0,49.8,65.7,555.0,"(34.865970280000454, -111.76381127699972)",Race/Ethnicity,American Indian/Alaska Native,34.865970280000454, -111.76381127699972
2019,AK,Alaska,28.6,25.8,31.6,2040.0,"(64.84507995700051, -147.72205903599973)",Race/Ethnicity,Non-Hispanic White,64.84507995700051, -147.72205903599973
2019,ND,North Dakota,34.1,29.3,39.3,725.0,"(47.47531977900047, -100.11842104899966)",Income,"$35,000 - $49,999",47.47531977900047, -100.11842104899966
2019,SD,South Dakota,34.3,29.9,39.0,1720.0,"(44.353130053000484, -100.3735306369997)",Education,High school graduate,44.353130053000484, -100.3735306369997
2019,CT,Connecticut,33.5,29.7,37.6,1072.0,"(41.56266102000046, -72.64984095199964)",Income,"$50,000 - $74,999",41.56266102000046, -72.64984095199964
2019,VA,Virginia,29.6,27.7,31.5,4201.0,"(37.54268067400045, -78.45789046299967)",Gender,Male,37.54268067400045, -78.45789046299967
2019,FL,Florida,26.8,23.4,30.6,1843.0,"(28.932040377000476, -81.92896053899966)",Income,"$50,000 - $74,999",28.932040377000476, -81.92896053899966
2019,MT,Montana,23.0,20.7,25.4,1547.0,"(47.06652897200047, -109.42442064499971)",Income,"$75,000 or greater",47.06652897200047, -109.42442064499971
2019,OH,Ohio,42.4,37.6,47.4,719.0,"(40.06021014100048, -82.40426005599966)",Race/Ethnicity,Non-Hispanic Black,40.06021014100048, -82.40426005599966
2019,DE,Delaware,36.8,27.9,46.8,254.0,"(39.008830667000495, -75.57774116799965)",Race/Ethnicity,Hispanic,39.008830667000495, -75.57774116799965
2019,NC,North Carolina,47.7,43.6,51.8,781.0,"(35.466220975000454, -79.15925046299964)",Race/Ethnicity,Non-Hispanic Black,35.466220975000454, -79.15925046299964
2019,MD,Maryland,29.2,27.9,30.5,10977.0,"(39.29058096400047, -76.60926011099963)",Race/Ethnicity,Non-Hispanic White,39.29058096400047, -76.60926011099963
2019,OK,Oklahoma,39.9,35.9,44.0,762.0,"(35.47203135600046, -97.52107021399968)",Age (years),35 - 44,35.47203135600046, -97.52107021399968
2019,OK,Oklahoma,41.7,34.9,48.9,302.0,"(35.47203135600046, -97.52107021399968)",Race/Ethnicity,2 or more races,35.47203135600046, -97.52107021399968
2019,TN,Tennessee,39.8,34.8,45.1,646.0,"(35.68094058000048, -85.77449091399967)",Age (years),35 - 44,35.68094058000048, -85.77449091399967
2019,OH,Ohio,36.3,34.0,38.6,4350.0,"(40.06021014100048, -82.40426005599966)",Education,High school graduate,40.06021014100048, -82.40426005599966
2019,NE,Nebraska,38.5,35.7,41.3,1926.0,"(41.6410409880005, -99.36572062299967)",Age (years),45 - 54,41.6410409880005, -99.36572062299967
2019,KY,Kentucky,36.5,34.7,38.2,7468.0,"(37.645970271000465, -84.77497104799966)",Total,Total,37.645970271000465, -84.77497104799966
2019,MT,Montana,28.3,27.0,29.7,6043.0,"(47.06652897200047, -109.42442064499971)",Total,Total,47.06652897200047, -109.42442064499971
2019,WV,West Virginia,39.8,37.3,42.2,2724.0,"(38.66551020200046, -80.71264013499967)",Gender,Female,38.66551020200046, -80.71264013499967
2019,WV,West Virginia,43.7,40.3,47.3,1098.0,"(38.66551020200046, -80.71264013499967)",Age (years),55 - 64,38.66551020200046, -80.71264013499967
2019,RI,Rhode Island,20.7,14.6,28.6,231.0,"(41.70828019300046, -71.52247031399963)",Age (years),18 - 24,41.70828019300046, -71.52247031399963
2019,MA,Massachusetts,31.7,25.8,38.3,361.0,"(42.27687047000046, -72.08269067499964)",Race/Ethnicity,Non-Hispanic Black,42.27687047000046, -72.08269067499964
2019,WY,Wyoming,28.7,26.0,31.6,2009.0,"(43.23554134300048, -108.10983035299967)",Age (years),65 or older,43.23554134300048, -108.10983035299967
2019,NM,New Mexico,24.9,22.3,27.6,2146.0,"(34.52088095200048, -106.24058098499967)",Age (years),65 or older,34.52088095200048, -106.24058098499967
2019,AR,Arkansas,31.1,21.8,42.2,135.0,"(34.74865012400045, -92.27449074299966)",Race/Ethnicity,Hispanic,34.74865012400045, -92.27449074299966
2019,IA,Iowa,35.4,33.4,37.4,2772.0,"(42.46940091300047, -93.81649055599968)",Education,High school graduate,42.46940091300047, -93.81649055599968
2019,RI,Rhode Island,30.0,28.2,31.9,5464.0,"(41.70828019300046, -71.52247031399963)",Total,Total,41.70828019300046, -71.52247031399963
2019,WV,West Virginia,40.6,35.7,45.6,606.0,"(38.66551020200046, -80.71264013499967)",Income,"$50,000 - $74,999",38.66551020200046, -80.71264013499967
2019,MO,Missouri,41.8,35.9,48.0,482.0,"(38.635790776000476, -92.56630005299968)",Education,Less than high school,38.635790776000476, -92.56630005299968
2019,NH,New Hampshire,23.5,16.8,31.8,166.0,"(43.65595011300047, -71.50036091999965)",Age (years),18 - 24,43.65595011300047, -71.50036091999965
2019,IL,Illinois,34.2,29.8,38.9,580.0,"(40.48501028300046, -88.99771017799969)",Income,"$35,000 - $49,999",40.48501028300046, -88.99771017799969
2019,PA,Pennsylvania,35.8,31.8,40.0,905.0,"(40.79373015200048, -77.86070029399963)",Income,"$50,000 - $74,999",40.79373015200048, -77.86070029399963
2019,ND,North Dakota,46.5,41.2,51.8,516.0,"(47.47531977900047, -100.11842104899966)",Age (years),35 - 44,47.47531977900047, -100.11842104899966
2019,OH,Ohio,39.4,30.6,49.0,201.0,"(40.06021014100048, -82.40426005599966)",Race/Ethnicity,Hispanic,40.06021014100048, -82.40426005599966
2019,KS,Kansas,39.8,36.7,42.9,1310.0,"(38.34774030000045, -98.20078122699965)",Age (years),35 - 44,38.34774030000045, -98.20078122699965
2019,OH,Ohio,37.1,33.8,40.6,1997.0,"(40.06021014100048, -82.40426005599966)",Income,"$15,000 - $24,999",40.06021014100048, -82.40426005599966
2019,DC,District of Columbia,15.7,13.4,18.3,1076.0,"(38.89037138500049, -77.03196112699965)",Income,"$75,000 or greater",38.89037138500049, -77.03196112699965
2019,IN,Indiana,34.9,32.6,37.3,2564.0,"(39.766910452000445, -86.14996019399968)",Education,High school graduate,39.766910452000445, -86.14996019399968
2019,IA,Iowa,40.9,37.4,44.6,1040.0,"(42.46940091300047, -93.81649055599968)",Income,"$15,000 - $24,999",42.46940091300047, -93.81649055599968
2019,GA,Georgia,30.4,25.3,35.9,727.0,"(32.83968109300048, -83.62758034599966)",Income,"$50,000 - $74,999",32.83968109300048, -83.62758034599966
2019,WA,Washington,22.7,21.3,24.2,5014.0,"(47.52227862900048, -120.47001078999972)",Education,College graduate,47.52227862900048, -120.47001078999972
2019,OR,Oregon,30.9,27.4,34.6,814.0,"(44.56744942400047, -120.15503132599969)",Age (years),35 - 44,44.56744942400047, -120.15503132599969
2019,HI,Hawaii,18.8,16.9,20.8,2610.0,"(21.304850435000446, -157.85774940299973)",Age (years),65 or older,21.304850435000446, -157.85774940299973
2019,WI,Wisconsin,33.0,30.4,35.6,2155.0,"(44.39319117400049, -89.81637074199966)",Gender,Male,44.39319117400049, -89.81637074199966
2019,VT,Vermont,38.7,31.9,46.0,366.0,"(43.62538123900049, -72.51764079099962)",Income,"Less than $15,000",43.62538123900049, -72.51764079099962
2019,LA,Louisiana,33.5,30.9,36.2,1941.0,"(31.31266064400046, -92.44568007099969)",Gender,Male,31.31266064400046, -92.44568007099969
2019,ND,North Dakota,25.9,14.6,41.7,62.0,"(47.47531977900047, -100.11842104899966)",Race/Ethnicity,2 or more races,47.47531977900047, -100.11842104899966
2019,AK,Alaska,15.4,9.3,24.6,158.0,"(64.84507995700051, -147.72205903599973)",Age (years),18 - 24,64.84507995700051, -147.72205903599973
2019,TN,Tennessee,22.5,13.3,35.3,72.0,"(35.68094058000048, -85.77449091399967)",Race/Ethnicity,American Indian/Alaska Native,35.68094058000048, -85.77449091399967
2019,CO,Colorado,23.6,19.9,27.7,636.0,"(38.843840757000464, -106.13361092099967)",Income,"$25,000 - $34,999",38.843840757000464, -106.13361092099967
2019,CO,Colorado,22.2,21.0,23.4,6571.0,"(38.843840757000464, -106.13361092099967)",Race/Ethnicity,Non-Hispanic White,38.843840757000464, -106.13361092099967
2019,IA,Iowa,38.9,35.9,42.0,1143.0,"(42.46940091300047, -93.81649055599968)",Age (years),35 - 44,42.46940091300047, -93.81649055599968
2019,MT,Montana,29.8,27.5,32.3,1880.0,"(47.06652897200047, -109.42442064499971)",Education,Some college or technical school,47.06652897200047, -109.42442064499971
2019,MA,Massachusetts,20.5,17.1,24.2,767.0,"(42.27687047000046, -72.08269067499964)",Age (years),25 - 34,42.27687047000046, -72.08269067499964
2019,VT,Vermont,37.7,30.0,46.0,213.0,"(43.62538123900049, -72.51764079099962)",Education,Less than high school,43.62538123900049, -72.51764079099962
2019,DE,Delaware,35.5,31.2,40.1,858.0,"(39.008830667000495, -75.57774116799965)",Education,Some college or technical school,39.008830667000495, -75.57774116799965
2019,AZ,Arizona,29.8,25.2,34.8,722.0,"(34.865970280000454, -111.76381127699972)",Age (years),25 - 34,34.865970280000454, -111.76381127699972
2019,NH,New Hampshire,26.8,14.8,43.6,52.0,"(43.65595011300047, -71.50036091999965)",Race/Ethnicity,Hispanic,43.65595011300047, -71.50036091999965
2019,ID,Idaho,29.5,27.6,31.4,4925.0,"(43.682630005000476, -114.3637300419997)",Total,Total,43.682630005000476, -114.3637300419997
2019,SC,South Carolina,34.4,30.1,39.0,742.0,"(33.998821303000454, -81.04537120699968)",Income,"$35,000 - $49,999",33.998821303000454, -81.04537120699968
2019,UT,Utah,13.3,7.1,23.7,93.0,"(39.360700171000474, -111.58713063499971)",Race/Ethnicity,Asian,39.360700171000474, -111.58713063499971
2019,GA,Georgia,41.3,33.2,50.0,354.0,"(32.83968109300048, -83.62758034599966)",Race/Ethnicity,Hispanic,32.83968109300048, -83.62758034599966
2019,IA,Iowa,41.1,32.9,49.8,150.0,"(42.46940091300047, -93.81649055599968)",Race/Ethnicity,Non-Hispanic Black,42.46940091300047, -93.81649055599968
2019,VA,Virginia,29.4,25.8,33.3,922.0,"(37.54268067400045, -78.45789046299967)",Age (years),25 - 34,37.54268067400045, -78.45789046299967
2019,MN,Minnesota,34.1,31.8,36.5,2154.0,"(46.35564873600049, -94.79420050299967)",Income,"$50,000 - $74,999",46.35564873600049, -94.79420050299967
2019,FL,Florida,22.1,19.9,24.5,4693.0,"(28.932040377000476, -81.92896053899966)",Education,College graduate,28.932040377000476, -81.92896053899966
2019,TX,Texas,39.3,33.8,45.2,1174.0,"(31.827240407000488, -99.42677020599967)",Education,Less than high school,31.827240407000488, -99.42677020599967
2019,VT,Vermont,23.4,18.8,28.8,414.0,"(43.62538123900049, -72.51764079099962)",Age (years),25 - 34,43.62538123900049, -72.51764079099962
2019,MN,Minnesota,32.0,27.2,37.2,469.0,"(46.35564873600049, -94.79420050299967)",Race/Ethnicity,Hispanic,46.35564873600049, -94.79420050299967
2019,KY,Kentucky,32.8,29.8,35.9,2428.0,"(37.645970271000465, -84.77497104799966)",Income,Data not reported,37.645970271000465, -84.77497104799966
2019,CA,California,33.8,31.9,35.7,3484.0,"(37.63864012300047, -120.99999953799971)",Race/Ethnicity,Hispanic,37.63864012300047, -120.99999953799971
2019,WI,Wisconsin,40.8,30.8,51.7,130.0,"(44.39319117400049, -89.81637074199966)",Race/Ethnicity,Hispanic,44.39319117400049, -89.81637074199966
2019,WY,Wyoming,29.7,27.7,31.7,4306.0,"(43.23554134300048, -108.10983035299967)",Total,Total,43.23554134300048, -108.10983035299967
2019,LA,Louisiana,31.3,28.5,34.2,1402.0,"(31.31266064400046, -92.44568007099969)",Education,College graduate,31.31266064400046, -92.44568007099969
2019,CO,Colorado,24.2,22.4,26.0,3041.0,"(38.843840757000464, -106.13361092099967)",Age (years),65 or older,38.843840757000464, -106.13361092099967
2019,GA,Georgia,41.0,36.8,45.2,1282.0,"(32.83968109300048, -83.62758034599966)",Age (years),55 - 64,32.83968109300048, -83.62758034599966
2019,LA,Louisiana,39.4,25.8,54.8,59.0,"(31.31266064400046, -92.44568007099969)",Race/Ethnicity,American Indian/Alaska Native,31.31266064400046, -92.44568007099969
2019,UT,Utah,33.3,29.6,37.2,856.0,"(39.360700171000474, -111.58713063499971)",Race/Ethnicity,Hispanic,39.360700171000474, -111.58713063499971
2019,IA,Iowa,32.6,31.1,34.3,4573.0,"(42.46940091300047, -93.81649055599968)",Gender,Female,42.46940091300047, -93.81649055599968
